"Status","Year","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Harrow and Hillingdon","90","[c]","40320","31060"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","35","[c]","29140","27570"
"Leaver Dept.","2022","Heart of Essex","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","70","[c]","36710","31060"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","55","[c]","29650","28810"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","15","[c]","29870","27570"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","10","[c]","32090","27570"
"Leaver Dept.","2022","Isle of Anglesey","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Wight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Kensington & Chelsea and Hammersmith & Fulham","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","20","[c]","29200","27570"
"Leaver Dept.","2022","Lambeth","1650","[c]","47070","40070"
"Leaver Dept.","2022","Lancaster and Wyre","20","[c]","33580","27570"
"Leaver Dept.","2022","Leeds","1005","[c]","36690","31990"
"Leaver Dept.","2022","Leicester","55","[c]","24640","21260"
"Leaver Dept.","2022","Leicestershire CC and Rutland","35","[c]","29980","26010"
"Leaver Dept.","2022","Lewisham and Southwark","235","[c]","47620","41310"
"Leaver Dept.","2022","Lincolnshire CC","35","[c]","30210","28590"
"Leaver Dept.","2022","Lisburn and Castlereagh","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Liverpool","440","[c]","31100","25940"
"Leaver Dept.","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Luton","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Manchester","695","[c]","34180","28000"
"Leaver Dept.","2022","Medway","25","[c]","30450","30460"
"Leaver Dept.","2022","Merton, Kingston upon Thames and Sutton","30","[c]","33500","31060"
"Leaver Dept.","2022","Mid Kent","60","[c]","51760","47540"
"Leaver Dept.","2022","Mid Lancashire","125","[c]","34560","28590"
"Leaver Dept.","2022","Milton Keynes","30","[c]","27500","27570"
"Leaver Dept.","2022","Monmouthshire and Newport","190","[c]","35040","30450"
"Leaver Dept.","2022","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North and West Norfolk","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North Hampshire","15","[c]","36970","29610"
"Leaver Dept.","2022","North Lanarkshire","90","[c]","25020","27570"
"Leaver Dept.","2022","North Northamptonshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","North Nottinghamshire","25","[c]","33030","27570"
"Leaver Dept.","2022","North Yorkshire CC","45","[c]","36520","27900"
"Leaver Dept.","2022","Northumberland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Norwich and East Norfolk","45","[c]","30490","27570"
"Leaver Dept.","2022","Nottingham","395","[c]","33750","28590"
"Leaver Dept.","2022","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","55","[c]","45190","52430"
"Leaver Dept.","2022","Oxfordshire CC","335","[c]","43580","40030"
"Leaver Dept.","2022","Perth and Kinross, and Stirling","10","[c]","26580","27570"
"Leaver Dept.","2022","Peterborough","25","[c]","25690","24890"
"Leaver Dept.","2022","Plymouth","50","[c]","29990","26670"
"Leaver Dept.","2022","Portsmouth","40","[c]","33070","30250"
"Leaver Dept.","2022","Powys","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Redbridge and Waltham Forest","45","[c]","29520","31060"
"Leaver Dept.","2022","Sandwell","25","[c]","27370","27570"
"Leaver Dept.","2022","Scottish Borders","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Sefton","165","[c]","30330","27570"
"Leaver Dept.","2022","Sheffield","255","[c]","37860","35310"
"Leaver Dept.","2022","Shropshire","15","[c]","36930","27570"
"Leaver Dept.","2022","Solihull","50","[c]","28250","25310"
"Leaver Dept.","2022","Somerset CC","30","[c]","34090","32580"
"Leaver Dept.","2022","South and West Derbyshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","120","[c]","36310","29540"
"Leaver Dept.","2022","South Lanarkshire","130","[c]","38370","34290"
"Leaver Dept.","2022","South Nottinghamshire","25","[c]","27520","26130"
"Leaver Dept.","2022","South Teesside","15","[c]","27470","29010"
"Leaver Dept.","2022","South West Wales","20","[c]","42930","35980"
"Leaver Dept.","2022","Southampton","30","[c]","35480","31040"
"Leaver Dept.","2022","Southend-on-Sea","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Staffordshire CC","85","[c]","38320","30280"
"Leaver Dept.","2022","Stoke-on-Trent","30","[c]","23820","23290"
"Leaver Dept.","2022","Suffolk CC","80","[c]","40390","34340"
"Leaver Dept.","2022","Sunderland","115","[c]","28390","27570"
"Leaver Dept.","2022","Swansea","45","[c]","29990","27570"
"Leaver Dept.","2022","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Telford and Wrekin","30","[c]","26960","27570"
"Leaver Dept.","2022","Thurrock","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Torbay","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Tower Hamlets","370","[c]","41070","34800"
"Leaver Dept.","2022","Tyneside","655","[c]","32620","27570"
"Leaver Dept.","2022","Unknown","745","[c]","37380","32000"
"Leaver Dept.","2022","Wakefield","15","[c]","34140","33060"
"Leaver Dept.","2022","Walsall","15","[c]","25970","27570"
"Leaver Dept.","2022","Wandsworth","25","[c]","29050","31060"
"Leaver Dept.","2022","Warrington","50","[c]","34840","28840"
"Leaver Dept.","2022","Warwickshire CC","30","[c]","31610","27570"
"Leaver Dept.","2022","West Cumbria","20","[c]","30580","27570"
"Leaver Dept.","2022","West Essex","70","[c]","43740","32320"
"Leaver Dept.","2022","West Kent","5","[c]","[c]","[c]"
"Leaver Dept.","2022","West Lothian","15","[c]","27180","27570"
"Leaver Dept.","2022","West Northamptonshire","15","[c]","24850","20970"
"Leaver Dept.","2022","West Surrey","35","[c]","38480","32560"
"Leaver Dept.","2022","West Sussex (North East)","45","[c]","45140","38580"
"Leaver Dept.","2022","West Sussex (South West)","15","[c]","29070","27570"
"Leaver Dept.","2022","Westminster","5940","[c]","44920","40050"
"Leaver Dept.","2022","Wiltshire","860","[c]","37430","34530"
"Leaver Dept.","2022","Wirral","55","[c]","28370","27570"
"Leaver Dept.","2022","Wolverhampton","30","[c]","26850","27570"
"Leaver Dept.","2022","Worcestershire CC","65","[c]","35570","27570"
"Leaver Dept.","2022","York","170","[c]","39220","36330"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","270","[c]","30400","27230"
"New entrant CS","2022","Angus and Dundee City","675","[c]","25230","23230"
"New entrant CS","2022","Antrim and Newtownabbey","15","[c]","31930","24880"
"New entrant CS","2022","Ards and North Down","15","[c]","31720","26840"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","120","[c]","31970","31060"
"New entrant CS","2022","Barnet","395","[c]","31360","27980"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","400","[c]","25660","23170"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","1310","[c]","31170","27570"
"New entrant CS","2022","Bedford","185","[c]","27570","27570"
"New entrant CS","2022","Belfast","510","[c]","27870","26590"
"New entrant CS","2022","Berkshire","425","[c]","29790","26350"
"New entrant CS","2022","Bexley and Greenwich","270","[c]","28860","29020"
"New entrant CS","2022","Birmingham","2435","[c]","28360","26590"
"New entrant CS","2022","Blackburn with Darwen","40","[c]","26830","25860"
"New entrant CS","2022","Blackpool","685","[c]","25730","21260"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","140","[c]","27260","26030"
"New entrant CS","2022","Bradford","600","[c]","23810","21250"
"New entrant CS","2022","Breckland and South Norfolk","85","[c]","26430","23140"
"New entrant CS","2022","Brent","115","[c]","31110","31060"
"New entrant CS","2022","Bridgend and Neath Port Talbot","110","[c]","25720","21260"
"New entrant CS","2022","Brighton and Hove","115","[c]","28550","26370"
"New entrant CS","2022","Bristol, City of","1135","[c]","31450","28590"
"New entrant CS","2022","Bromley","130","[c]","32550","31060"
"New entrant CS","2022","Buckinghamshire","235","[c]","29940","28140"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","10","[c]","34560","32000"
"New entrant CS","2022","Calderdale and Kirklees","195","[c]","27340","27570"
"New entrant CS","2022","Cambridgeshire CC","435","[c]","28480","26140"
"New entrant CS","2022","Camden and City of London","235","[c]","37450","31060"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","1260","[c]","27950","24500"
"New entrant CS","2022","Causeway Coast and Glens","5","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","35","[c]","28280","26130"
"New entrant CS","2022","Central Hampshire","480","[c]","30550","27010"
"New entrant CS","2022","Central Valleys","285","[c]","27260","27570"
"New entrant CS","2022","Cheshire East","230","[c]","25370","23140"
"New entrant CS","2022","Cheshire West and Chester","75","[c]","26760","24800"
"New entrant CS","2022","Chorley and West Lancashire","210","[c]","24830","23140"
"New entrant CS","2022","City of Edinburgh","2115","[c]","31860","27230"
"New entrant CS","2022","Clackmannanshire and Fife","150","[c]","25640","23620"
"New entrant CS","2022","Conwy and Denbighshire","80","[c]","31370","27570"
"New entrant CS","2022","Cornwall and Isles of Scilly","250","[c]","25720","21260"
"New entrant CS","2022","Coventry","345","[c]","32110","29360"
"New entrant CS","2022","Croydon","895","[c]","34430","30750"
"New entrant CS","2022","Darlington","255","[c]","32720","29360"
"New entrant CS","2022","Derby","210","[c]","25130","23170"
"New entrant CS","2022","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","620","[c]","27210","23170"
"New entrant CS","2022","Dorset","255","[c]","25240","23140"
"New entrant CS","2022","Dudley","135","[c]","24400","21260"
"New entrant CS","2022","Dumfries and Galloway","35","[c]","24580","22000"
"New entrant CS","2022","Durham","605","[c]","24490","22990"
"New entrant CS","2022","Ealing","90","[c]","33610","31060"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","150","[c]","24000","21260"
"New entrant CS","2022","East Cumbria","150","[c]","27250","23960"
"New entrant CS","2022","East Derbyshire","70","[c]","27100","26310"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","250","[c]","26450","22630"
"New entrant CS","2022","East Kent","445","[c]","25730","24250"
"New entrant CS","2022","East Lancashire","80","[c]","28170","27570"
"New entrant CS","2022","East Lothian and Midlothian","15","[c]","28890","27230"
"New entrant CS","2022","East Merseyside","190","[c]","29670","27570"
"New entrant CS","2022","East Riding of Yorkshire","260","[c]","24630","23140"
"New entrant CS","2022","East Surrey","185","[c]","29280","31020"
"New entrant CS","2022","East Sussex CC","285","[c]","25340","21840"
"New entrant CS","2022","Enfield","45","[c]","33270","31060"
"New entrant CS","2022","Essex Haven Gateway","130","[c]","31240","27880"
"New entrant CS","2022","Essex Thames Gateway","145","[c]","25240","24250"
"New entrant CS","2022","Falkirk","165","[c]","23840","21640"
"New entrant CS","2022","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Flintshire and Wrexham","300","[c]","24440","23140"
"New entrant CS","2022","Glasgow City","2520","[c]","29820","27230"
"New entrant CS","2022","Gloucestershire CC","200","[c]","28000","26310"
"New entrant CS","2022","Greater Manchester North East","170","[c]","26330","24800"
"New entrant CS","2022","Greater Manchester North West","270","[c]","25110","23170"
"New entrant CS","2022","Greater Manchester South East","120","[c]","24970","23170"
"New entrant CS","2022","Greater Manchester South West","1430","[c]","28180","25480"
"New entrant CS","2022","Gwent Valleys","80","[c]","27680","27570"
"New entrant CS","2022","Gwynedd","85","[c]","24590","21260"
"New entrant CS","2022","Hackney and Newham","560","[c]","35260","31060"
"New entrant CS","2022","Haringey and Islington","325","[c]","31520","31060"
"New entrant CS","2022","Harrow and Hillingdon","220","[c]","29710","28650"
"New entrant CS","2022","Hartlepool and Stockton-on-Tees","255","[c]","26310","24090"
"New entrant CS","2022","Heart of Essex","275","[c]","27540","25120"
"New entrant CS","2022","Herefordshire, County of","65","[c]","26170","26350"
"New entrant CS","2022","Hertfordshire CC","425","[c]","29870","29290"
"New entrant CS","2022","Hounslow and Richmond upon Thames","450","[c]","30260","28700"
"New entrant CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","110","[c]","27050","24880"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","140","[c]","27180","27020"
"New entrant CS","2022","Isle of Anglesey","30","[c]","28400","27900"
"New entrant CS","2022","Isle of Wight","115","[c]","23980","23140"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","170","[c]","30700","30520"
"New entrant CS","2022","Kent Thames Gateway","200","[c]","26600","28140"
"New entrant CS","2022","Kingston upon Hull, City of","245","[c]","25030","23140"
"New entrant CS","2022","Lambeth","790","[c]","38570","32330"
"New entrant CS","2022","Lancaster and Wyre","120","[c]","24280","21260"
"New entrant CS","2022","Leeds","2335","[c]","30850","27570"
"New entrant CS","2022","Leicester","435","[c]","24490","21260"
"New entrant CS","2022","Leicestershire CC and Rutland","305","[c]","25340","23140"
"New entrant CS","2022","Lewisham and Southwark","320","[c]","35990","31060"
"New entrant CS","2022","Lincolnshire CC","450","[c]","27030","25480"
"New entrant CS","2022","Lisburn and Castlereagh","40","[c]","28440","24880"
"New entrant CS","2022","Liverpool","1690","[c]","25480","23170"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","5","[c]","[c]","[c]"
"New entrant CS","2022","Luton","100","[c]","28500","27570"
"New entrant CS","2022","Manchester","1435","[c]","30810","27570"
"New entrant CS","2022","Medway","235","[c]","27010","27430"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","135","[c]","32160","31060"
"New entrant CS","2022","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","170","[c]","27830","24920"
"New entrant CS","2022","Mid Lancashire","465","[c]","26600","23140"
"New entrant CS","2022","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","220","[c]","27540","27570"
"New entrant CS","2022","Monmouthshire and Newport","935","[c]","29880","29540"
"New entrant CS","2022","Na h-Eileanan Siar","5","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","10","[c]","21540","19810"
"New entrant CS","2022","North and North East Lincolnshire","95","[c]","27050","24840"
"New entrant CS","2022","North and West Norfolk","100","[c]","24150","23140"
"New entrant CS","2022","North Hampshire","125","[c]","30390","27250"
"New entrant CS","2022","North Lanarkshire","270","[c]","24150","21640"
"New entrant CS","2022","North Northamptonshire","130","[c]","23860","21260"
"New entrant CS","2022","North Nottinghamshire","185","[c]","25540","24800"
"New entrant CS","2022","North Yorkshire CC","180","[c]","31050","26330"
"New entrant CS","2022","Northumberland","75","[c]","30010","27570"
"New entrant CS","2022","Norwich and East Norfolk","430","[c]","25200","23140"
"New entrant CS","2022","Nottingham","1370","[c]","27380","26590"
"New entrant CS","2022","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","55","[c]","37970","36740"
"New entrant CS","2022","Oxfordshire CC","430","[c]","29110","27330"
"New entrant CS","2022","Perth and Kinross, and Stirling","125","[c]","25310","21640"
"New entrant CS","2022","Peterborough","145","[c]","29090","27350"
"New entrant CS","2022","Plymouth","355","[c]","27050","23540"
"New entrant CS","2022","Portsmouth","290","[c]","28700","24880"
"New entrant CS","2022","Powys","45","[c]","28230","26240"
"New entrant CS","2022","Redbridge and Waltham Forest","255","[c]","29730","28090"
"New entrant CS","2022","Sandwell","105","[c]","27040","27570"
"New entrant CS","2022","Scottish Borders","80","[c]","24770","24400"
"New entrant CS","2022","Sefton","670","[c]","26310","24880"
"New entrant CS","2022","Sheffield","825","[c]","30300","27570"
"New entrant CS","2022","Shetland Islands","5","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","130","[c]","28460","27570"
"New entrant CS","2022","Solihull","160","[c]","27910","27570"
"New entrant CS","2022","Somerset CC","315","[c]","28110","24090"
"New entrant CS","2022","South and West Derbyshire","125","[c]","27090","23180"
"New entrant CS","2022","South Ayrshire","70","[c]","25590","27570"
"New entrant CS","2022","South Hampshire","580","[c]","26900","23860"
"New entrant CS","2022","South Lanarkshire","375","[c]","24390","21250"
"New entrant CS","2022","South Nottinghamshire","165","[c]","29420","25020"
"New entrant CS","2022","South Teesside","105","[c]","27090","27570"
"New entrant CS","2022","South West Wales","160","[c]","28470","23630"
"New entrant CS","2022","Southampton","205","[c]","31150","26310"
"New entrant CS","2022","Southend-on-Sea","120","[c]","28570","26590"
"New entrant CS","2022","Staffordshire CC","590","[c]","26540","23140"
"New entrant CS","2022","Stoke-on-Trent","205","[c]","25340","21260"
"New entrant CS","2022","Suffolk CC","570","[c]","26840","24800"
"New entrant CS","2022","Sunderland","405","[c]","23820","21260"
"New entrant CS","2022","Swansea","855","[c]","23630","21840"
"New entrant CS","2022","Swindon","80","[c]","28610","24100"
"New entrant CS","2022","Telford and Wrekin","165","[c]","33240","27570"
"New entrant CS","2022","Thurrock","25","[c]","24170","21680"
"New entrant CS","2022","Torbay","50","[c]","27160","24090"
"New entrant CS","2022","Tower Hamlets","880","[c]","40050","34260"
"New entrant CS","2022","Tyneside","2515","[c]","26520","23170"
"New entrant CS","2022","Unknown","875","[c]","29440","27570"
"New entrant CS","2022","Wakefield","260","[c]","26720","23170"
"New entrant CS","2022","Walsall","70","[c]","24730","21260"
"New entrant CS","2022","Wandsworth","185","[c]","29460","30520"
"New entrant CS","2022","Warrington","285","[c]","30630","28840"
"New entrant CS","2022","Warwickshire CC","185","[c]","28210","27570"
"New entrant CS","2022","West Cumbria","210","[c]","26230","21300"
"New entrant CS","2022","West Essex","70","[c]","29730","29290"
"New entrant CS","2022","West Kent","45","[c]","31730","26130"
"New entrant CS","2022","West Lothian","45","[c]","28850","23780"
"New entrant CS","2022","West Northamptonshire","180","[c]","26970","24800"
"New entrant CS","2022","West Surrey","410","[c]","31400","28140"
"New entrant CS","2022","West Sussex (North East)","165","[c]","29230","25770"
"New entrant CS","2022","West Sussex (South West)","165","[c]","29230","27570"
"New entrant CS","2022","Westminster","7175","[c]","38130","33570"
"New entrant CS","2022","Wiltshire","995","[c]","30000","26350"
"New entrant CS","2022","Wirral","295","[c]","24850","21260"
"New entrant CS","2022","Wolverhampton","255","[c]","30060","27570"
"New entrant CS","2022","Worcestershire CC","395","[c]","26110","23140"
"New entrant CS","2022","York","485","[c]","31030","27570"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","",""
"Data column","Description","","","","",""
"Status","Employment status of the civil servants.","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","",""
"Year","Year of data collection (as at 31 March).","","","","",""
"Region_ITL3","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","",""
"","ITL 3 divides into counties, unitary authorities, or districts in England (some grouped), groups of unitary authorities in Wales, groups of council areas in Scotland, groups of districts in Northern Ireland.","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","",""
